Date,Open,High,Low,Close,Adj Close,Volume,HM_Rate,HM4UP,HM8UP,HM10UP,HL_Rate,LM4DN,LM8DN,LM10DN,AMBNSrate,BAArate,CPIAUCSLrate,CSUSHPINSArate,DGORDERrate,EXCHUSrate,EXJPUSrate,EXKOUSrate,FEDFUNDSrate,GACDFSA066MSFRBPHIrate,HOUSTrate,HSN1Frate,INDPROrate,IR3TCD01KRM156Nrate,KORCPIALLMINMEIrate,KORPROINDMISMEIrate,LREMTTTTUSM156Srate,LRUNTTTTKRM156Srate,NEWORDERrate,PCErate,PPIACOrate,T10Y2YMrate,TCUrate,TOTALSArate,TWEXBMTHrate,UMCSENTrate,UNRATENSArate,USSLINDrate,XTEXVA01CNM667Srate,XTIMVA01KRM667Srate,predicted_K3
2017-06-01 0:00,21030.55078,21535.0293,20994.2207,21349.63086,21349.63086,7214590000,0.023987889,0,0,0,-0.001727491,0,0,0,0.028547185,0.00862069,-0.000868991,0.00812367,0.028060156,0.003581099,4.34E-05,-0.005809534,0.196969697,-0.148148148,-0.0874613,0.039800995,0.006771692,-0.006711409,-0.00068014,0.024108004,0.003338898,-0.076923077,0.006715906,0.004025789,-0.000521921,-0.040983607,0.006504471,-0.038035222,-0.00420495,0.00623053,-0.06122449,0.098684211,0.082023589,0.017497708,0
2017-07-01 0:00,21392.30078,21929.80078,21279.30078,21891.11914,21891.11914,5569720000,0.025125862,0,0,0,-0.005282274,0,0,0,-0.008087775,-0.023504274,0.001238979,0.010753207,-0.000731644,-0.000928343,-0.025022915,0.000276753,0.139240506,-0.301242236,-0.022900763,-0.06539075,0.008990449,-0.033783784,-0.001263977,-0.018832392,0.001663894,0.083333333,0.007352475,0.003225978,0.007832898,-0.094017094,0.008788755,0.010762122,-0.007345749,0.001031992,-0.108695652,-0.047904192,-0.049474263,-0.036539784,0
2017-08-01 0:00,21961.41992,22179.10938,21600.33984,21948.09961,21948.09961,6150060000,0.009912358,0,0,0,-0.016441563,0,0,0,-0.012123949,-0.004376368,-0.000364678,0.010617602,-0.003880115,-0.000479122,0.019552915,-0.007970195,0.011111111,0.511111111,-0.024305556,0.030716724,0.001350313,-0.027972028,0.001070872,0.005758157,-0.003322259,-0.076923077,0.002312339,0.001160348,-0.001036269,-0.056603774,0.001185109,-0.00156241,-0.003918795,0.001030928,0,-0.113207547,-0.013673371,-0.002025941,0
2017-09-01 0:00,21981.76953,22419.50977,21709.63086,22405.08984,22405.08984,6342130000,0.019913785,0,0,0,-0.012380198,0,0,0,-0.000427543,-0.03956044,0.00090178,0.009147557,0.073186298,-0.011286551,-0.011844773,0.005075387,0.142857143,-0.188235294,0.096085409,0.033112583,0.001647306,-0.007194245,-0.002139453,-0.01240458,0.001666667,0.055555556,-0.004127497,0.003772441,0.004149378,-0.15,0.001498925,-0.002608091,-0.013066048,-0.021627188,0.097560976,0.078014184,0.025411511,0.041092713,0
2017-10-01 0:00,22423.4707,23485.25,22416,23377.24023,23377.24023,7302910000,0.047351247,1,0,0,-0.000333164,0,0,0,0.004129582,0.004576659,0.000851824,0.006543795,-0.077267265,-0.005465284,0.013550126,0.00079551,0.105769231,-0.192028986,-0.029220779,-0.104166667,-0.0004035,0.007246377,0.001656759,0.011594203,0,-0.078947368,0.01051122,0.001758384,-0.000516529,0.117647059,-0.000544604,-0.001685165,-0.013684047,-0.016842105,0.022222222,-0.072368421,-0.004871281,-0.025416777,0
2017-11-01 0:00,23442.90039,24327.82031,23242.75,24272.34961,24272.34961,7335640000,0.037747886,0,0,0,-0.008537783,0,0,0,0.031430131,-0.018223235,0.003711281,0.004353102,0.021854402,-0.015126895,-0.02303922,-0.00130418,0.008695652,0.022421525,-0.024247492,0.010733453,-0.00473682,0,0.005740416,0.00095511,0,0.057142857,0.006737052,0.003254458,0.001550388,-0.084210526,-0.004897573,-0.009545984,-0.01092745,0.03640257,-0.02173913,-0.021276596,-0.00296612,0.029904819,0
2017-12-01 0:00,24305.40039,24876.07031,23921.90039,24719.2207,24719.2207,6589890000,0.023479141,0,0,0,-0.015778386,0,0,0,-0.010589458,-0.002320186,0.00456997,0.002437043,0.056162084,-0.014699265,0.008640862,0.001175825,-0.00862069,0.061403509,-0.003427592,0.136283186,2.59E-05,-0.007194245,0.001160878,0.009541985,0.004991681,-0.027027027,0.053737123,0.009498922,0.005159959,-0.057471264,-0.000202225,0.080218618,-0.009487269,-0.017561983,-0.088888889,-0.130434783,-0.003646649,0.059068207,0
2018-01-01 0:00,24809.34961,26616.71094,24741.69922,26149.39063,26149.39063,9116920000,0.072850009,1,0,0,-0.00272681,0,0,0,-0.009240843,0.004651163,0.000685827,0.001369427,-0.02867168,0.008585782,0.019307431,-0.000632026,0,0.099173554,0.084264832,-0.017133956,0.015170562,0,-0.000966277,0.003780718,-0.003311258,0,-0.012995413,0.004277065,0.000513347,-0.012195122,0.01485339,-0.009955933,0.01798329,0.058885384,-0.048780488,0.325,0.001185419,-0.137213048,0
2018-02-01 0:00,26083.03906,26306.69922,23360.28906,25029.19922,25029.19922,9450250000,0.008574927,0,0,0,-0.104387759,1,1,1,0.020487056,-0.011574074,0.003021246,0.001884869,0.013228411,-0.000815045,-0.000848427,-0.027491153,0.008695652,-0.101503759,0.030134814,0.133122029,0.005342298,0.050724638,-0.007447529,-0.005649718,-0.00166113,0.027777778,-0.030369377,0.006391977,0.005130836,-0.197530864,0.004917922,-0.018463567,0.001873789,-0.021847071,0,-0.100628931,0.061849418,0.106314557,1
2018-03-01 0:00,25024.03906,25449.15039,23509.06055,24103.10938,24103.10938,8873040000,0.016988118,0,0,0,-0.060540927,1,0,0,-0.013174282,-0.011709602,0.002300551,0.00207559,0.028366865,-0.004048338,0.001076946,-0.015359688,0.120689655,0.163179916,-0.061585835,-0.082517483,0.003229968,0.144827586,0.003605535,-0.016098485,0.001663894,0,0.02466936,0.006056993,0.002041858,-0.138461538,0.002687757,-0.009237487,-0.002642847,-0.026395939,0,0.076923077,0.03326212,0.050153537,0
2018-04-01 0:00,24076.59961,24858.9707,23344.51953,24163.15039,24163.15039,8064550000,0.032495082,0,0,0,-0.03040629,0,0,0,-0.009204801,0.009478673,0.003965293,0.001402968,-0.038196578,-0.025768974,-0.018323808,-0.015939577,0.084615385,-0.107913669,0.095159967,-0.042682927,-0.002539048,0,0.004175163,0.009624639,0,-0.027027027,-0.007045737,0.002033665,0.00815079,-0.017857143,-0.003200736,-0.008193479,-0.022828069,-0.002085506,0.153846154,0.038961039,-0.046301307,0.031969433,0
2018-05-01 0:00,24117.28906,25086.49023,23531.31055,24415.83984,24415.83984,7278020000,0.040186987,1,0,0,-0.024297031,0,0,0,0.0083339,0.058685446,0.001948699,0.004039982,0.050607527,-0.016346738,-0.026165544,0.012043174,0.007092199,0.133064516,-0.029962547,0.025477707,0.003542072,-0.006024096,0.007638755,0.004766444,0.003322259,0,0.019400033,0.001058572,0.00707428,0.236363636,0.002704622,0.000170921,0.003043684,0.041797283,-0.022222222,0.025,0.340430679,0.029006339,1
2018-06-01 0:00,24542.08984,25402.83008,23997.21094,24271.41016,24271.41016,7411110000,0.035072003,0,0,0,-0.022201813,0,0,0,-0.014447133,0.028824834,0.000517306,0.008483821,0.013554544,-0.000142443,-0.017812355,-0.007912008,0.063380282,-0.153024911,0.028571429,0.01552795,0.005720078,0,-0.001055561,-0.011385199,0,0.111111111,-0.010278132,0.004587156,0,-0.176470588,0.004726425,0.007974936,0.004376003,0.017051153,-0.068181818,0.006097561,-0.269349748,-0.048385329,0
2018-07-01 0:00,24161.5293,25587.24023,24077.56055,25415.18945,25415.18945,5408500000,0.059007479,1,0,0,-0.003475308,0,0,0,-0.019330851,0.006465517,0.001835686,0.010289153,-0.0126621,-0.003276664,0.015176318,-0.00177262,0.119205298,-0.016806723,-0.048798799,-0.0382263,0.009047858,0,0.001825168,0.024952015,-0.001655629,-0.05,0.015771832,0.006272187,0.005017561,-0.125,0.00791578,0.004464538,0.000708934,-0.025641026,-0.097560976,0,0.062979462,0.006699343,0
2018-08-01 0:00,25461.63086,26167.93945,24965.76953,25964.82031,25964.82031,5635410000,0.027740116,0,0,0,-0.019474846,0,0,0,-0.013741032,0.034261242,0.002760486,0.009268021,0.007565118,0.0116569,0.0188749,0.008065483,0.00591716,0.38034188,0.051302289,0.033386328,-0.007931822,0,0.000479432,0.00093633,0.001658375,0.052631579,0.00223918,0.006615446,0.014478283,-0.040816327,-0.009201251,0.000225048,0.027777801,-0.008097166,-0.027027027,-0.018181818,0.005555217,0.002832598,0
2018-09-01 0:00,25916.07031,26769.16016,25754.32031,26458.31055,26458.31055,5262500000,0.032917408,0,0,0,-0.006241301,0,0,0,-0.005534587,0,0.001946969,0.007904904,-0.001301974,0.014913424,0.003424252,0.016435744,0.070588235,-0.356037152,-0.114114114,-0.049230769,0.00751463,0,-0.002012651,0.001870907,0,-0.075,0.0110239,0.003698076,0.00492126,-0.191489362,0.006066901,-0.004331196,0.016414368,0.002040816,0.166666667,-0.024691358,0.023397001,0.043439911,0
2018-10-01 0:00,26598.35938,26951.81055,24122.23047,25115.75977,25115.75977,8373350000,0.013288458,0,0,0,-0.093093295,1,1,0,-0.009918838,-0.008281573,0.001843637,0.00449425,-0.008653819,0.038870242,0.013239594,0.025446674,0.049450549,0.168269231,0.003389831,-0.014563107,0.004449449,0,-0.001920676,0.008403361,0.001655629,0.027027027,0.017285997,0.005169656,0.000489716,-0.263157895,0.002880854,-0.017908593,0.005148943,-0.00305499,-0.023809524,-0.158227848,-0.017722302,-0.021985254,1
2018-11-01 0:00,25142.08008,26277.82031,24268.74023,25538.46094,25538.46094,7226940000,0.045172883,1,0,0,-0.034736181,0,0,0,-0.009134943,-0.004175365,0.00112084,0.00179843,0.042247044,0.019191829,-0.00470315,-0.001582512,0,-0.465020576,0.080236486,-0.008210181,0.008031145,0,0.008852112,0.006481481,-0.003305785,0.078947368,-0.007088448,0.003629983,-0.004405286,-0.107142857,0.006367147,-0.001323056,0.010278182,-0.017364658,-0.048780488,0.135338346,-0.005215338,-0.010127788,0
2018-12-01 0:00,25779.57031,25980.21094,21712.5293,23327.46094,23327.46094,8101540000,0.007782932,0,0,0,-0.157762172,1,1,1,-0.00837578,0.023060797,0.000520091,0.000218927,0.014835199,0.001431639,0.009918331,-0.000541758,0.020942408,0.646153846,-0.033620016,0.004966887,0.001372294,0,0.007629948,-0.019319227,0.001658375,-0.024390244,-0.004217223,0.000693643,0.000983284,-0.08,-0.000343083,0.027705777,0.005631353,0.040540541,-0.076923077,-0.079470199,0.050616831,-0.026194857,1
2019-01-01 0:00,23058.60938,25109.61914,22638.41016,24999.66992,24999.66992,7189200000,0.088947678,1,1,0,-0.018223095,0,0,0,-0.008908172,0.038934426,0.003110988,-3.89E-05,-0.044442326,0.009336115,0.005570156,0.010532943,0.123076923,-0.079439252,-0.020226537,-0.082372323,0.002202874,0.018181818,-0.001798391,0.015947467,0.003311258,-0.025,0.010407031,0.005870662,0.004911591,0.260869565,0.000442881,0.008799462,0.006635206,-0.014985015,-0.027777778,0.043165468,-0.01704974,0.074474513,0
2019-02-01 0:00,25025.31055,26241.41992,24883.03906,25916,25916,5434540000,0.048595176,1,0,0,-0.005685104,0,0,0,-0.01260557,0.029585799,-0.000134497,-0.001235499,0.005503848,0.002543683,0.005466556,-0.005540754,0.00456621,-0.395939086,-0.007431874,0.104129264,0.005369531,0.017857143,-0.007111701,-0.024930748,0,-0.025641026,-0.012188144,0.00315728,-0.011241447,-0.103448276,0.003576793,-0.006611478,0.011207785,-0.011156187,0,-0.220689655,-0.016860312,-0.016227004,0
2019-03-01 0:00,26019.66992,26155.98047,25208,25928.67969,25928.67969,6734060000,0.00523875,0,0,0,-0.031194474,0,0,0,-0.021610588,-0.017241379,-0.000146384,-0.001982165,0.011392008,-0.007640521,-0.010046057,-0.002595293,0.031818182,-0.235294118,-0.049916805,-0.082926829,0.00040631,0.116959064,-0.003438067,-0.007575758,0,0,-0.015756242,-0.008229357,-0.0064261,-0.423076923,-0.001382387,0.00033557,0.001731125,0.008205128,0.057142857,-0.026548673,-0.046656441,-0.046606522,0
2019-04-01 0:00,26075.09961,26695.96094,26062.58984,26592.91016,26592.91016,5854600000,0.023810507,0,0,0,-0.000479759,0,0,0,-0.018393492,-0.001949318,-0.000197845,-0.002337452,0.005231534,-0.014149367,-0.028867356,-0.001865961,0.057268722,0.868131868,0.130472855,0.141843972,-0.003917628,-0.020942408,-0.001054145,0.001908397,0.001650165,0.157894737,0.014286975,0.005583591,-0.009452736,0.133333333,-0.005762467,-0.036285363,-0.013924659,-0.072227874,0.189189189,0.027272727,0.07196908,0.004821356,0
2019-05-01 0:00,26639.06055,26689.39063,24809.50977,24815.03906,24815.03906,6358230000,0.001889334,0,0,0,-0.068679253,1,0,0,0.003300162,-0.033203125,0.001741381,0.00121304,-0.025631115,-0.007308843,0.013578315,0.001341837,0,-1.241176471,-0.109992254,0.038819876,-0.005043658,0,0.004316961,-0.037142857,0,-0.159090909,0.003350983,-0.000773145,0.00050226,0.058823529,-0.006913521,-0.012241109,0.00062337,0.028508772,-0.068181818,0.044247788,-0.021435259,-0.082815073,1
2019-06-01 0:00,24830.16016,26907.36914,24680.57031,26599.96094,26599.96094,5544390000,0.083656689,1,1,0,-0.006024522,0,0,0,0.008278638,-0.022222222,0.004089083,0.006561045,0.017089462,-0.003681328,0.006377218,0.008706463,0.004166667,-4.341463415,0.043516101,0.035874439,0.001077005,0.016042781,-0.001910402,0.020771513,-0.001647446,0.027027027,0.003325333,0.009706962,0.008032129,-0.111111111,-0.000762187,0.043874075,0.003154335,0.049040512,-0.048780488,0.06779661,0.062857375,0.036504813,0
2019-07-01 0:00,26805.85938,26890.64063,26616.21094,26717.42969,26717.42969,267670000,0.003162788,0,0,0,-0.007074888,0,0,0,-0.027380759,-0.02892562,0.003187119,0.009255664,-0.028463484,0.000625754,0.004472564,0.009335892,0.004149378,-0.379562044,0.059216013,-0.053391053,-0.006311935,-0.021052632,0.003636712,0.019379845,0,0.078947368,-0.01105251,0.006820113,0.006474104,0.1875,-0.008090706,-0.040792213,0.00114614,-0.012195122,-0.153846154,0.174603175,-0.123615845,0.061588023,0
